,Unnamed: 0,Unnamed: 0.1,Unnamed: 0.1.1,Unnamed: 0.1.1.1,index,date,state,death,deathConfirmed,deathIncrease,deathProbable,hospitalized,hospitalizedCumulative,hospitalizedCurrently,hospitalizedIncrease,inIcuCumulative,inIcuCurrently,negative,negativeIncrease,negativeTestsAntibody,negativeTestsPeopleAntibody,negativeTestsViral,onVentilatorCumulative,onVentilatorCurrently,positive,positiveCasesViral,positiveIncrease,positiveScore,positiveTestsAntibody,positiveTestsAntigen,positiveTestsPeopleAntibody,positiveTestsPeopleAntigen,positiveTestsViral,recovered,totalTestEncountersViral,totalTestEncountersViralIncrease,totalTestResults,totalTestResultsIncrease,totalTestsAntibody,totalTestsAntigen,totalTestsPeopleAntibody,totalTestsPeopleAntigen,totalTestsPeopleViral,totalTestsPeopleViralIncrease,totalTestsViral,totalTestsViralIncrease,LTC_Data_Available,Score
119,119,119,119,119,6674,2020-10-22,FL,16470.0,,162,,48320.0,48320.0,2074.0,425,,,5053848.0,46290,487730.0,475588.0,7420252.0,,,758306.0,731460.0,5461,0,51923.0,,50676.0,,988033.0,,9318880.0,97356,9318880.0,97356,539844.0,,526404.0,,5806641.0,42812,8453122.0,68685,1.0,0.5
120,120,120,120,120,6730,2020-10-21,FL,16308.0,,0,,47895.0,47895.0,2125.0,0,,,5007558.0,0,487730.0,475588.0,7358921.0,,,752845.0,726989.0,2106,0,51923.0,,50676.0,,980858.0,,9221524.0,31901,9221524.0,31901,539844.0,,526404.0,,5763829.0,11033,8384437.0,27032,1.0,0.5
121,121,121,121,121,6786,2020-10-20,FL,16308.0,,86,,47895.0,47895.0,2094.0,231,,,5007558.0,25002,487730.0,475588.0,7334681.0,,,750739.0,725571.0,3556,0,51923.0,,50676.0,,978150.0,,9189623.0,58302,9189623.0,58302,539844.0,,526404.0,,5752796.0,28581,8357405.0,48510,1.0,0.5
122,122,122,122,122,6842,2020-10-19,FL,16222.0,,54,,47664.0,47664.0,2057.0,72,,,4982556.0,15184,487730.0,475588.0,7291080.0,,,747183.0,722626.0,1691,0,51923.0,,50676.0,,973367.0,,9131321.0,36064,9131321.0,36064,539844.0,,526404.0,,5724215.0,35105,8308895.0,31025,1.0,0.5
123,123,123,123,123,6898,2020-10-18,FL,16168.0,,50,,47592.0,47592.0,2005.0,79,,,4967372.0,15753,487730.0,475588.0,7262384.0,,,745492.0,721118.0,2474,0,51923.0,,50676.0,,971097.0,,9095257.0,53114,9095257.0,53114,539844.0,,526404.0,,5689110.0,0,8277870.0,39555,1.0,0.5
124,124,124,124,124,6954,2020-10-17,FL,16118.0,,88,,47513.0,47513.0,2031.0,117,,,4951619.0,26371,487730.0,475588.0,7226175.0,,,743018.0,718916.0,3968,0,51923.0,,50676.0,,967848.0,,9042143.0,76807,9042143.0,76807,539844.0,,526404.0,,5689110.0,30330,8238315.0,58132,1.0,0.5
125,125,125,125,125,7010,2020-10-16,FL,16030.0,,98,,47396.0,47396.0,2083.0,173,,,4925248.0,26715,487730.0,475588.0,7173295.0,,,739050.0,715492.0,3365,0,51923.0,,50676.0,,962813.0,,8965336.0,77646,8965336.0,77646,539844.0,,526404.0,,5658780.0,30105,8180183.0,50288,1.0,0.5
126,126,126,126,126,7066,2020-10-15,FL,15932.0,,144,,47223.0,47223.0,2119.0,212,,,4898533.0,24918,487730.0,475588.0,7127425.0,,,735685.0,712788.0,3286,0,51923.0,,50676.0,,958498.0,,8887690.0,63585,8887690.0,63585,539844.0,,526404.0,,5628675.0,28206,8129895.0,46803,1.0,0.5
127,127,127,127,127,7122,2020-10-14,FL,15788.0,,66,,47011.0,47011.0,2155.0,258,,,4873615.0,18940,487730.0,475588.0,7084988.0,,,732399.0,710164.0,2808,0,51923.0,,50676.0,,954232.0,,8824105.0,52615,8824105.0,52615,539844.0,,526404.0,,5600469.0,21738,8083092.0,40330,1.0,0.5
128,128,128,128,128,7178,2020-10-13,FL,15722.0,,123,,46753.0,46753.0,2127.0,212,,,4854675.0,23416,487730.0,475588.0,7048383.0,,,729591.0,708010.0,2657,0,51923.0,,50676.0,,950606.0,,8771490.0,53779,8771490.0,53779,539844.0,,526404.0,,5578731.0,26052,8042762.0,43659,1.0,0.5
129,129,129,129,129,7234,2020-10-12,FL,15599.0,,47,,46541.0,46541.0,2206.0,91,,,4831259.0,15219,487730.0,475588.0,7008414.0,,,726934.0,705750.0,1519,0,51923.0,,50676.0,,947094.0,,8717711.0,36802,8717711.0,36802,539844.0,,526404.0,,5552679.0,16742,7999103.0,31400,1.0,0.5
130,130,130,130,130,7290,2020-10-11,FL,15552.0,,180,,46450.0,46450.0,2123.0,249,,,4816040.0,26799,487730.0,475588.0,6979043.0,,,725415.0,704398.0,5414,0,51923.0,,50676.0,,945112.0,,8680909.0,105804,8680909.0,105804,539844.0,,526404.0,,5535937.0,32162,7967703.0,91094,1.0,0.5
131,131,131,131,131,7346,2020-10-10,FL,15372.0,,0,,46201.0,46201.0,2077.0,0,,,4789241.0,0,487730.0,475588.0,6895066.0,,,720001.0,699734.0,0,0,51923.0,,50676.0,,938197.0,,8575105.0,22523,8575105.0,22523,539844.0,,526404.0,,5503775.0,0,7876609.0,0,1.0,0.5
132,132,132,132,132,7402,2020-10-09,FL,15372.0,,118,,46201.0,46201.0,2143.0,196,,,4789241.0,25496,487730.0,475588.0,6895066.0,,,720001.0,699734.0,2853,0,51923.0,,50676.0,,938197.0,,8552582.0,69642,8552582.0,69642,539844.0,,526404.0,,5503775.0,28380,7876609.0,48343,1.0,0.5
133,133,133,133,133,7458,2020-10-08,FL,15254.0,,170,,46005.0,46005.0,2141.0,228,,,4763745.0,26741,487730.0,475588.0,6850539.0,,,717148.0,697188.0,3246,0,51923.0,,50676.0,,934530.0,,8482940.0,71411,8482940.0,71411,539844.0,,526404.0,,5475395.0,29978,7828266.0,50009,1.0,0.5
134,134,134,134,134,7514,2020-10-07,FL,15084.0,,139,,45777.0,45777.0,2121.0,258,,,4737004.0,23551,487730.0,475588.0,6804700.0,,,713902.0,694361.0,2544,0,51923.0,,50676.0,,930493.0,,8411529.0,60824,8411529.0,60824,539844.0,,526404.0,,5445417.0,26074,7778257.0,44076,1.0,0.5
135,135,135,135,135,7570,2020-10-06,FL,14945.0,,59,,45519.0,45519.0,2151.0,237,,,4713453.0,18644,478794.0,467286.0,6764112.0,,,711358.0,692335.0,2201,0,49819.0,,48639.0,,927148.0,,8350705.0,42993,8350705.0,42993,528773.0,,516042.0,,5419343.0,20855,7734181.0,35706,1.0,0.5
136,136,136,136,136,7626,2020-10-05,FL,14886.0,,41,,45282.0,45282.0,2118.0,67,,,4694809.0,14394,478794.0,467286.0,6731612.0,,,709157.0,690604.0,1406,0,49819.0,,48639.0,,924053.0,,8307712.0,35365,8307712.0,35365,528773.0,,516042.0,,5398488.0,36162,7698475.0,29364,1.0,0.5
137,137,137,137,137,7682,2020-10-04,FL,14845.0,,42,,45215.0,45215.0,2040.0,64,,,4680415.0,18547,478794.0,467286.0,6704124.0,,,707751.0,689253.0,1786,0,49819.0,,48639.0,,922273.0,,8272347.0,49430,8272347.0,49430,528773.0,,516042.0,,5362326.0,-190,7669111.0,33650,1.0,0.5
138,138,138,138,138,7738,2020-10-03,FL,14803.0,,73,,45151.0,45151.0,2037.0,160,,,4661868.0,22151,478794.0,467286.0,6673069.0,,,705965.0,687700.0,2753,0,49819.0,,48639.0,,919782.0,,8222917.0,58250,8222917.0,58250,528773.0,,516042.0,,5362516.0,50710,7635461.0,42378,1.0,0.5
139,139,139,139,139,7794,2020-10-02,FL,14730.0,,111,,44991.0,44991.0,2056.0,170,,,4639717.0,23026,478794.0,467286.0,6634374.0,,,703212.0,685380.0,2610,0,49819.0,,48639.0,,916241.0,,8164667.0,70613,8164667.0,70613,528773.0,,516042.0,,5311806.0,0,7593083.0,44563,1.0,0.5
140,140,140,140,140,7850,2020-10-01,FL,14619.0,,131,,44821.0,44821.0,2080.0,213,,,4616691.0,22023,478794.0,467286.0,6593392.0,,,700602.0,683148.0,2551,0,49819.0,,48639.0,,912821.0,,8094054.0,59906,8094054.0,59906,528773.0,,516042.0,,5311806.0,24588,7548520.0,41505,1.0,0.5
141,141,141,141,141,7906,2020-09-30,FL,14488.0,,175,,44608.0,44608.0,2097.0,253,,,4594668.0,9120,460024.0,449702.0,6555737.0,,,698051.0,681129.0,1880,0,45080.0,,44075.0,,909158.0,,8034148.0,40727,8034148.0,40727,505164.0,,493810.0,,5287218.0,10998,7507015.0,27829,1.0,0.5
142,142,142,142,142,7962,2020-09-29,FL,14313.0,,106,,44355.0,44355.0,2174.0,252,,,4585548.0,25178,460024.0,449702.0,6530457.0,,,696171.0,679513.0,3209,0,45080.0,,44075.0,,906707.0,,7993421.0,64222,7993421.0,64222,505164.0,,493810.0,,5276220.0,28395,7479186.0,49290,1.0,0.5
143,143,143,143,143,8018,2020-09-28,FL,14207.0,,5,,44103.0,44103.0,2122.0,73,,,4560370.0,7493,460024.0,449702.0,6485581.0,,,692962.0,676712.0,728,0,45080.0,,44075.0,,902486.0,,7929199.0,19004,7929199.0,19004,505164.0,,493810.0,,5247825.0,8206,7429896.0,15277,1.0,0.5
144,144,144,144,144,8074,2020-09-27,FL,14202.0,,12,,44030.0,44030.0,2103.0,66,,,4552877.0,16552,460024.0,449702.0,6471344.0,,,692234.0,676033.0,1847,0,45080.0,,44075.0,,901475.0,,7910195.0,45268,7910195.0,45268,505164.0,,493810.0,,5239619.0,18402,7414619.0,30689,1.0,0.5
145,145,145,145,145,8130,2020-09-26,FL,14190.0,,107,,43964.0,43964.0,2099.0,171,,,4536325.0,26218,460024.0,449702.0,6443064.0,,,690387.0,674330.0,2731,0,45080.0,,44075.0,,899158.0,,7864927.0,66440,7864927.0,66440,505164.0,,493810.0,,5221217.0,28959,7383930.0,49243,1.0,0.5
146,146,146,146,146,8186,2020-09-25,FL,14083.0,,122,,43793.0,43793.0,2121.0,172,,,4510107.0,23648,460024.0,449702.0,6397559.0,,,687656.0,671909.0,2809,0,45080.0,,44075.0,,895592.0,,7798487.0,65615,7798487.0,65615,505164.0,,493810.0,,5192258.0,26443,7334687.0,45143,1.0,0.5
147,147,147,147,147,8242,2020-09-24,FL,13961.0,,179,,43621.0,43621.0,2169.0,188,,,4486459.0,20978,460024.0,449702.0,6356072.0,,,684847.0,669456.0,2477,0,45080.0,,44075.0,,892098.0,,7732872.0,58096,7732872.0,58096,505164.0,,493810.0,,5165815.0,23459,7289544.0,40594,1.0,0.5
148,148,148,148,148,8298,2020-09-23,FL,13782.0,,203,,43433.0,43433.0,2254.0,172,,,4465481.0,21048,460024.0,449702.0,6318956.0,,,682370.0,667341.0,2594,0,45080.0,,44075.0,,888751.0,,7674776.0,48926,7674776.0,48926,505164.0,,493810.0,,5142356.0,23636,7248950.0,39828,1.0,0.5
149,149,149,149,149,8354,2020-09-22,FL,13579.0,,99,,43261.0,43261.0,2319.0,228,,,4444433.0,16612,460024.0,449702.0,6282680.0,,,679776.0,665194.0,2414,0,45080.0,,44075.0,,885350.0,,7625850.0,40522,7625850.0,40522,505164.0,,493810.0,,5118720.0,19027,7209122.0,34042,1.0,0.5
150,150,150,150,150,8410,2020-09-21,FL,13480.0,,21,,43033.0,43033.0,2266.0,94,,,4427821.0,16486,460024.0,449702.0,6251909.0,,,677362.0,663172.0,1671,0,45080.0,,44075.0,,882212.0,,7585328.0,38280,7585328.0,38280,505164.0,,493810.0,,5099693.0,44738,7175080.0,32367,1.0,0.5
151,151,151,151,151,8466,2020-09-20,FL,13459.0,,9,,42939.0,42939.0,2292.0,81,,,4411335.0,24014,411877.0,403867.0,6222032.0,,,675691.0,661506.0,2497,0,34738.0,,34017.0,,879887.0,,7547048.0,53474,7547048.0,53474,446669.0,,437913.0,,5054955.0,0,7142713.0,42537,1.0,0.5
152,152,152,152,152,8522,2020-09-19,FL,13450.0,,63,,42858.0,42858.0,2266.0,143,,,4387321.0,26720,411877.0,403867.0,6182971.0,,,673194.0,659147.0,3510,0,34738.0,,34017.0,,876603.0,,7493574.0,78220,7493574.0,78220,446669.0,,437913.0,,5054955.0,30225,7100176.0,50804,1.0,0.5
153,153,153,153,153,8578,2020-09-18,FL,13387.0,,140,,42715.0,42715.0,2383.0,190,,,4360601.0,24084,411877.0,403867.0,6136843.0,,,669684.0,655976.0,3177,0,34738.0,,34017.0,,872145.0,,7415354.0,76142,7415354.0,76142,446669.0,,437913.0,,5024730.0,27241,7049372.0,45857,1.0,0.5
154,154,154,154,154,8634,2020-09-17,FL,13247.0,,147,,42525.0,42525.0,2385.0,198,,,4336517.0,23695,411877.0,403867.0,6095243.0,,,666507.0,653089.0,3273,0,34738.0,,34017.0,,868101.0,,7339212.0,73203,7339212.0,73203,446669.0,,437913.0,,4997489.0,26994,7003515.0,45189,1.0,0.5
155,155,155,155,155,8690,2020-09-16,FL,13100.0,,154,,42327.0,42327.0,2464.0,200,,,4312822.0,12821,411877.0,403867.0,6054308.0,,,663234.0,650185.0,2288,0,34738.0,,34017.0,,864052.0,,7266009.0,51573,7266009.0,51573,446669.0,,437913.0,,4970495.0,15230,6958326.0,30294,1.0,0.5
156,156,156,156,156,8746,2020-09-15,FL,12946.0,,146,,42127.0,42127.0,2574.0,281,,,4300001.0,24723,411877.0,403867.0,6027117.0,,,660946.0,648279.0,2743,0,34738.0,,34017.0,,861098.0,,7214436.0,63096,7214436.0,63096,446669.0,,437913.0,,4955265.0,27490,6928032.0,43038,1.0,0.5
157,157,157,157,157,8802,2020-09-14,FL,12800.0,,36,,41846.0,41846.0,2637.0,77,,,4275278.0,15342,411877.0,403867.0,5988176.0,,,658203.0,645799.0,1718,0,34738.0,,34017.0,,857173.0,,7151340.0,46031,7151340.0,46031,446669.0,,437913.0,,4927775.0,17073,6884994.0,29201,1.0,0.5
158,158,158,158,158,8858,2020-09-13,FL,12764.0,,8,,41769.0,41769.0,2631.0,82,,,4259936.0,19827,411877.0,403867.0,5961411.0,,,656485.0,644180.0,2395,0,34738.0,,34017.0,,854899.0,,7105309.0,56042,7105309.0,56042,446669.0,,437913.0,,4910702.0,22211,6855793.0,37766,1.0,0.5
159,159,159,159,159,8914,2020-09-12,FL,12756.0,,98,,41687.0,41687.0,2683.0,193,,,4240109.0,21734,411877.0,403867.0,5926779.0,,,654090.0,641864.0,3168,0,34738.0,,34017.0,,851937.0,,7049267.0,71355,7049267.0,71355,446669.0,,437913.0,,4888491.0,24921,6818027.0,42983,1.0,0.5
160,160,160,160,160,8970,2020-09-11,FL,12658.0,,176,,41494.0,41494.0,2815.0,215,,,4218375.0,22847,411877.0,403867.0,5888216.0,,,650922.0,639124.0,3604,0,34738.0,,34017.0,,847950.0,,6977912.0,66136,6977912.0,66136,446669.0,,437913.0,,4863570.0,26463,6775044.0,44086,1.0,0.5
161,161,161,161,161,9026,2020-09-10,FL,12482.0,,213,,41279.0,41279.0,2896.0,294,,,4195528.0,16428,411877.0,403867.0,5848754.0,,,647318.0,635910.0,2537,0,34738.0,,34017.0,,843542.0,,6911776.0,45837,6911776.0,45837,446669.0,,437913.0,,4837107.0,18929,6730958.0,33271,1.0,0.5
162,162,162,162,162,9082,2020-09-09,FL,12269.0,,202,,40985.0,40985.0,3077.0,324,,,4179100.0,12319,411877.0,403867.0,5818991.0,,,644781.0,633787.0,2006,0,34738.0,,34017.0,,840250.0,,6865939.0,38874,6865939.0,38874,446669.0,,437913.0,,4818178.0,14244,6697687.0,29996,1.0,0.5
163,163,163,163,163,9138,2020-09-08,FL,12067.0,,44,,40661.0,40661.0,3155.0,114,,,4166781.0,13366,411877.0,403867.0,5792121.0,,,642775.0,632146.0,1797,0,34738.0,,34017.0,,837246.0,,6827065.0,36334,6827065.0,36334,446669.0,,437913.0,,4803934.0,15153,6667691.0,25630,1.0,0.5
164,164,164,164,164,9194,2020-09-07,FL,12023.0,,22,,40547.0,40547.0,3157.0,60,,,4153415.0,15076,411877.0,403867.0,5769019.0,,,640978.0,630479.0,1812,0,34738.0,,34017.0,,834866.0,,6790731.0,40794,6790731.0,40794,446669.0,,437913.0,,4788781.0,37801,6642061.0,29358,1.0,0.5
165,165,165,165,165,9250,2020-09-06,FL,12001.0,,38,,40487.0,40487.0,3167.0,114,,,4138339.0,18399,411877.0,403867.0,5742293.0,,,639166.0,628731.0,2513,0,34738.0,,34017.0,,832459.0,,6749937.0,49967,6749937.0,49967,446669.0,,437913.0,,4750980.0,0,6612703.0,32938,1.0,0.5
166,166,166,166,166,9306,2020-09-05,FL,11963.0,,60,,40373.0,40373.0,3229.0,246,,,4119940.0,20144,411877.0,403867.0,5712716.0,,,636653.0,626376.0,3593,0,34738.0,,34017.0,,829243.0,,6699970.0,61498,6699970.0,61498,446669.0,,437913.0,,4750980.0,23740,6579765.0,40774,1.0,0.5
167,167,167,167,167,9362,2020-09-04,FL,11903.0,,103,,40127.0,40127.0,3360.0,243,,,4099796.0,19113,411877.0,403867.0,5677015.0,,,633060.0,623160.0,3147,0,34738.0,,34017.0,,824418.0,,6638472.0,62489,6638472.0,62489,446669.0,,437913.0,,4727240.0,22281,6538991.0,39242,1.0,0.5
168,168,168,168,168,9418,2020-09-03,FL,11800.0,,149,,39884.0,39884.0,3438.0,273,,,4080683.0,20323,411877.0,403867.0,5642186.0,,,629913.0,620332.0,3487,0,34738.0,,34017.0,,820290.0,,6575983.0,57417,6575983.0,57417,446669.0,,437913.0,,4704959.0,23824,6499749.0,38714,1.0,0.5
169,169,169,169,169,9474,2020-09-02,FL,11651.0,,130,,39611.0,39611.0,3511.0,300,,,4060360.0,15534,411877.0,403867.0,5608276.0,,,626426.0,617233.0,2310,0,34738.0,,34017.0,,815752.0,,6518566.0,44016,6518566.0,44016,446669.0,,437913.0,,4681135.0,17833,6461035.0,32053,1.0,0.5
170,170,170,170,170,9530,2020-09-01,FL,11521.0,,190,,39311.0,39311.0,3623.0,369,,,4044826.0,52758,411877.0,403867.0,5579764.0,,,624116.0,615240.0,7487,0,34738.0,,34017.0,,812402.0,,6474550.0,110290,6474550.0,110290,446669.0,,437913.0,,4663302.0,60252,6428982.0,99401,1.0,0.5
171,171,171,171,171,9586,2020-08-31,FL,11331.0,,68,,38942.0,38942.0,3736.0,85,,,3992068.0,14046,411877.0,403867.0,5492615.0,,,616629.0,608109.0,1876,0,34738.0,,34017.0,,800773.0,,6364260.0,33553,6364260.0,33553,446669.0,,437913.0,,4603050.0,15974,6329581.0,25940,1.0,0.5
172,172,172,172,172,9642,2020-08-30,FL,11263.0,,14,,38857.0,38857.0,3793.0,96,,,3978022.0,21814,411877.0,403867.0,5469322.0,,,614753.0,606336.0,2547,0,34738.0,,34017.0,,798352.0,,6330707.0,51890,6330707.0,51890,446669.0,,437913.0,,4587076.0,24396,6303641.0,41324,1.0,0.5
173,173,173,173,173,9698,2020-08-29,FL,11249.0,,150,,38761.0,38761.0,3799.0,287,,,3956208.0,24337,411877.0,403867.0,5431783.0,,,612206.0,603892.0,3132,0,34738.0,,34017.0,,794867.0,,6278817.0,62926,6278817.0,62926,446669.0,,437913.0,,4562680.0,27496,6262317.0,46313,1.0,0.5
174,174,174,174,174,9754,2020-08-28,FL,11099.0,,88,,38474.0,38474.0,4001.0,311,,,3931871.0,26498,411877.0,403867.0,5390000.0,,,609074.0,600982.0,3732,0,34738.0,,34017.0,,790677.0,,6215891.0,65264,6215891.0,65264,446669.0,,437913.0,,4535184.0,30273,6216004.0,48961,1.0,0.5
175,175,175,175,175,9810,2020-08-27,FL,11011.0,,139,,38163.0,38163.0,4252.0,316,,,3905373.0,21277,411877.0,403867.0,5346674.0,,,605342.0,597508.0,3229,0,34738.0,,34017.0,,785463.0,,6150627.0,50652,6150627.0,50652,446669.0,,437913.0,,4504911.0,24480,6167043.0,41344,,0.3333333333333333
176,176,176,176,176,9866,2020-08-26,FL,10872.0,,155,,37847.0,37847.0,4405.0,370,,,3884096.0,23074,411877.0,403867.0,5310027.0,,,602113.0,594604.0,2937,0,34738.0,,34017.0,,781065.0,,6099975.0,56520,6099975.0,56520,446669.0,,437913.0,,4480431.0,25946,6125699.0,44445,,0.3333333333333333
177,177,177,177,177,9922,2020-08-25,FL,10717.0,,183,,37477.0,37477.0,4544.0,445,,,3861022.0,16695,411877.0,403867.0,5270516.0,,,599176.0,591989.0,2665,0,34738.0,,34017.0,,776457.0,,6043455.0,36233,6043455.0,36233,446669.0,,437913.0,,4454485.0,19400,6081254.0,33890,,0.3333333333333333
178,178,178,178,178,9978,2020-08-24,FL,10534.0,,72,,37032.0,37032.0,4646.0,129,,,3844327.0,16265,411877.0,403867.0,5240838.0,,,596511.0,589591.0,2224,0,34738.0,,34017.0,,772578.0,,6007222.0,39163,6007222.0,39163,446669.0,,437913.0,,4435085.0,18482,6047364.0,31321,,0.3333333333333333
179,179,179,179,179,10034,2020-08-23,FL,10462.0,,51,,36903.0,36903.0,4580.0,139,,,3828062.0,23812,411877.0,403867.0,5212677.0,,,594287.0,587629.0,3004,0,34738.0,,34017.0,,769714.0,,5968059.0,52380,5968059.0,52380,446669.0,,437913.0,,4416603.0,26835,6016043.0,45356,,0.3333333333333333
180,180,180,180,180,10090,2020-08-22,FL,10411.0,,107,,36764.0,36764.0,4745.0,339,,,3804250.0,30324,411877.0,403867.0,5171972.0,,,591283.0,584680.0,4260,0,34738.0,,34017.0,,765446.0,,5915679.0,85096,5915679.0,85096,446669.0,,437913.0,,4389768.0,34620,5970687.0,60865,,0.3333333333333333
181,181,181,181,181,10146,2020-08-21,FL,10304.0,,118,,36425.0,36425.0,4902.0,355,,,3773926.0,26776,411877.0,403867.0,5117438.0,,,587023.0,580588.0,4616,0,34738.0,,34017.0,,759737.0,,5830583.0,67384,5830583.0,67384,446669.0,,437913.0,,4355148.0,31460,5909822.0,53686,,0.3333333333333333
182,182,182,182,182,10202,2020-08-20,FL,10186.0,,119,,36070.0,36070.0,5067.0,450,,,3747150.0,24958,381574.0,375046.0,5070645.0,,,582407.0,576315.0,4516,0,27323.0,,26788.0,,753364.0,,5763199.0,66232,5763199.0,66232,408950.0,,401862.0,,4323688.0,29471,5856136.0,50464,,0.3333333333333333
183,183,183,183,183,10258,2020-08-19,FL,10067.0,,174,,35620.0,35620.0,5298.0,508,,,3722192.0,23084,381574.0,375046.0,5027142.0,,,577891.0,572079.0,4080,0,27323.0,,26788.0,,746905.0,,5696967.0,57826,5696967.0,57826,408950.0,,401862.0,,4294217.0,27352,5805672.0,48598,,0.3333333333333333
184,184,184,184,184,10314,2020-08-18,FL,9893.0,,219,,35112.0,35112.0,5484.0,505,,,3699108.0,22326,381574.0,375046.0,4984524.0,,,573811.0,568161.0,3787,0,27323.0,,26788.0,,741276.0,,5639141.0,48228,5639141.0,48228,408950.0,,401862.0,,4266865.0,26095,5757074.0,43671,,0.3333333333333333
185,185,185,185,185,10370,2020-08-17,FL,9674.0,,87,,34607.0,34607.0,5631.0,266,,,3676782.0,17570,381574.0,375046.0,4946578.0,,,570024.0,564528.0,2649,0,27323.0,,26788.0,,735900.0,,5590913.0,32572,5590913.0,32572,408950.0,,401862.0,,4240770.0,20238,5713403.0,33497,,0.3333333333333333
186,186,186,186,186,10426,2020-08-16,FL,9587.0,,107,,34341.0,34341.0,5690.0,267,,,3659212.0,26124,381574.0,375046.0,4917254.0,,,567375.0,561901.0,3747,0,27323.0,,26788.0,,732039.0,,5558341.0,48738,5558341.0,48738,408950.0,,401862.0,,4220532.0,29906,5679906.0,47702,,0.3333333333333333
187,187,187,187,187,10482,2020-08-15,FL,9480.0,,204,,34074.0,34074.0,5721.0,506,,,3633088.0,35808,381574.0,375046.0,4875096.0,,,563628.0,558171.0,6291,0,27323.0,,26788.0,,726846.0,,5509603.0,80747,5509603.0,80747,408950.0,,401862.0,,4190626.0,42230,5632204.0,69705,,0.3333333333333333
188,188,188,188,188,10538,2020-08-14,FL,9276.0,,229,,33568.0,33568.0,5893.0,621,,,3597280.0,32299,381574.0,375046.0,4814951.0,,,557337.0,552000.0,7997,0,27323.0,,26788.0,,718241.0,,5428856.0,74732,5428856.0,74732,408950.0,,401862.0,,4148396.0,19812,5562499.0,65148,,0.3333333333333333
189,189,189,189,189,10594,2020-08-13,FL,9047.0,,149,,32947.0,32947.0,6325.0,598,,,3564981.0,28303,381574.0,375046.0,4758626.0,,,549340.0,,6227,0,27323.0,,26788.0,,710087.0,,5354124.0,64496,5354124.0,64496,408950.0,,401862.0,,4128584.0,34612,5497351.0,58556,,0.3333333333333333
190,190,190,190,190,10650,2020-08-12,FL,8898.0,,213,,32349.0,32349.0,6551.0,599,,,3536678.0,30195,381574.0,375046.0,4709452.0,,,543113.0,,8095,0,27323.0,,26788.0,,701395.0,,5289628.0,66969,5289628.0,66969,408950.0,,401862.0,,4093972.0,38385,5438795.0,62892,,0.3333333333333333
191,191,191,191,191,10706,2020-08-11,FL,8685.0,8685.0,277,,31750.0,31750.0,6753.0,573,,,3506483.0,29587,381574.0,375046.0,4658471.0,,,535018.0,,5762,0,27323.0,,26788.0,,690302.0,,5222659.0,55472,5222659.0,55472,408950.0,,401862.0,,4055587.0,35514,5375903.0,55758,,0.3333333333333333
192,192,192,192,192,10762,2020-08-10,FL,8408.0,8408.0,93,,31177.0,31177.0,6948.0,284,,,3476896.0,24039,381574.0,375046.0,4611442.0,,,529256.0,,4150,0,27323.0,,26788.0,,682190.0,,5167187.0,47934,5167187.0,47934,408950.0,,401862.0,,4020073.0,28247,5320145.0,45904,,0.3333333333333333
193,193,193,193,193,10818,2020-08-09,FL,8315.0,8315.0,77,,30893.0,30893.0,6848.0,254,,,3452857.0,33562,381574.0,375046.0,4571866.0,,,525106.0,,6139,0,27323.0,,26788.0,,676365.0,,5119253.0,71550,5119253.0,71550,408950.0,,401862.0,,3991826.0,39798,5274241.0,61932,,0.3333333333333333
194,194,194,194,194,10874,2020-08-08,FL,8238.0,8238.0,187,,30639.0,30639.0,6890.0,525,,,3419295.0,40431,381574.0,375046.0,4518861.0,,,518967.0,,8343,0,27323.0,,26788.0,,667997.0,,5047703.0,83387,5047703.0,83387,408950.0,,401862.0,,3952028.0,49018,5212309.0,77136,,0.3333333333333333
195,195,195,195,195,10930,2020-08-07,FL,8051.0,8051.0,180,,30114.0,30114.0,7144.0,599,,,3378864.0,31890,339059.0,334221.0,4453694.0,,,510624.0,,7541,0,19175.0,,18780.0,,656841.0,,4964316.0,73757,4964316.0,73757,358283.0,,353026.0,,3903010.0,39734,5135173.0,61294,,0.3333333333333333
196,196,196,196,196,10986,2020-08-06,FL,7871.0,7871.0,120,,29515.0,29515.0,7459.0,559,,,3346974.0,34829,339059.0,334221.0,4403366.0,,,503083.0,,7573,0,19175.0,,18780.0,,646583.0,,4890559.0,88745,4890559.0,88745,358283.0,,353026.0,,3863276.0,42593,5073879.0,69309,,0.3333333333333333
197,197,197,197,197,11042,2020-08-05,FL,7751.0,7751.0,225,,28956.0,28956.0,7615.0,623,,,3312145.0,25017,339059.0,334221.0,4344367.0,,,495510.0,,5424,0,19175.0,,18780.0,,637404.0,,4801814.0,48947,4801814.0,48947,358283.0,,353026.0,,3820683.0,30481,5004570.0,46760,,0.3333333333333333
198,198,198,198,198,11098,2020-08-04,FL,7526.0,7526.0,247,,28333.0,28333.0,7857.0,589,,,3287128.0,26214,339059.0,334221.0,4305309.0,,,490086.0,,5357,0,19175.0,,18780.0,,630093.0,,4752867.0,48391,4752867.0,48391,358283.0,,353026.0,,3790202.0,31706,4957810.0,49344,,0.3333333333333333
